slide_id,sample_id,region_id,scanner_id,path,fold,source_filename,category_name,adaptive_crop_side_level0,orientation_normalization_degrees,split
scc_01,scc_01,scc_01__region_0009,nz20,nz20/scc_01__region_0009__nz20__35c72f63e9.jpg,3,scc_01_nz20.tif,SCC,1440,0.0,train
scc_01,scc_01,scc_01__region_0009,nz210,nz210/scc_01__region_0009__nz210__564370bce4.jpg,3,scc_01_nz210.tif,SCC,1440,0.0,train
scc_01,scc_01,scc_01__region_0009,p1000,p1000/scc_01__region_0009__p1000__1b52189b89.jpg,3,scc_01_p1000.tif,SCC,1440,89.8604415332991,train
scc_02,scc_02,scc_02__region_0001,cs2,cs2/scc_02__region_0001__cs2__b14b31b1f2.jpg,0,scc_02_cs2.tif,Epidermis,960,0.0,test
scc_02,scc_02,scc_02__region_0001,gt450,gt450/scc_02__region_0001__gt450__137b86e1af.jpg,0,scc_02_gt450.tif,Epidermis,960,0.0,test
scc_02,scc_02,scc_02__region_0001,nz20,nz20/scc_02__region_0001__nz20__c12e6635ee.jpg,0,scc_02_nz20.tif,Epidermis,960,0.0,test
scc_02,scc_02,scc_02__region_0001,nz210,nz210/scc_02__region_0001__nz210__aae7546ae3.jpg,0,scc_02_nz210.tif,Epidermis,960,0.0,test
scc_02,scc_02,scc_02__region_0001,p1000,p1000/scc_02__region_0001__p1000__371359a7ba.jpg,0,scc_02_p1000.tif,Epidermis,960,89.59303276382717,test
scc_02,scc_02,scc_02__region_0002,cs2,cs2/scc_02__region_0002__cs2__5f2063a270.jpg,0,scc_02_cs2.tif,Inflamm/Necrosis,1632,0.0,test
scc_02,scc_02,scc_02__region_0002,gt450,gt450/scc_02__region_0002__gt450__12f8f4113b.jpg,0,scc_02_gt450.tif,Inflamm/Necrosis,1632,0.0,test
scc_02,scc_02,scc_02__region_0002,nz20,nz20/scc_02__region_0002__nz20__26be4240ca.jpg,0,scc_02_nz20.tif,Inflamm/Necrosis,1632,0.0,test
scc_02,scc_02,scc_02__region_0002,nz210,nz210/scc_02__region_0002__nz210__09dfa7f79b.jpg,0,scc_02_nz210.tif,Inflamm/Necrosis,1632,0.0,test
scc_02,scc_02,scc_02__region_0002,p1000,p1000/scc_02__region_0002__p1000__5b5dbea0c9.jpg,0,scc_02_p1000.tif,Inflamm/Necrosis,1632,89.59303276382717,test
scc_02,scc_02,scc_02__region_0004,cs2,cs2/scc_02__region_0004__cs2__756a4c9f51.jpg,0,scc_02_cs2.tif,Inflamm/Necrosis,224,0.0,test
scc_02,scc_02,scc_02__region_0004,gt450,gt450/scc_02__region_0004__gt450__ed9516ce81.jpg,0,scc_02_gt450.tif,Inflamm/Necrosis,224,0.0,test
scc_02,scc_02,scc_02__region_0004,nz20,nz20/scc_02__region_0004__nz20__0f96af963b.jpg,0,scc_02_nz20.tif,Inflamm/Necrosis,224,0.0,test
scc_02,scc_02,scc_02__region_0004,nz210,nz210/scc_02__region_0004__nz210__858c885264.jpg,0,scc_02_nz210.tif,Inflamm/Necrosis,224,0.0,test
scc_02,scc_02,scc_02__region_0004,p1000,p1000/scc_02__region_0004__p1000__0bb3110592.jpg,0,scc_02_p1000.tif,Inflamm/Necrosis,224,89.59303276382717,test
scc_02,scc_02,scc_02__region_0005,cs2,cs2/scc_02__region_0005__cs2__ed8375a098.jpg,0,scc_02_cs2.tif,Epidermis,224,0.0,test
scc_02,scc_02,scc_02__region_0005,gt450,gt450/scc_02__region_0005__gt450__da3f3577ae.jpg,0,scc_02_gt450.tif,Epidermis,224,0.0,test
scc_02,scc_02,scc_02__region_0005,nz20,nz20/scc_02__region_0005__nz20__0b84ce68ba.jpg,0,scc_02_nz20.tif,Epidermis,224,0.0,test
scc_02,scc_02,scc_02__region_0005,nz210,nz210/scc_02__region_0005__nz210__7c0e0798f3.jpg,0,scc_02_nz210.tif,Epidermis,224,0.0,test
scc_02,scc_02,scc_02__region_0005,p1000,p1000/scc_02__region_0005__p1000__bd12f93d21.jpg,0,scc_02_p1000.tif,Epidermis,224,89.59303276382717,test
scc_02,scc_02,scc_02__region_0006,cs2,cs2/scc_02__region_0006__cs2__80ac453a66.jpg,0,scc_02_cs2.tif,Inflamm/Necrosis,752,0.0,test
scc_02,scc_02,scc_02__region_0006,gt450,gt450/scc_02__region_0006__gt450__8cc51d4091.jpg,0,scc_02_gt450.tif,Inflamm/Necrosis,752,0.0,test
scc_02,scc_02,scc_02__region_0006,nz20,nz20/scc_02__region_0006__nz20__54855a761d.jpg,0,scc_02_nz20.tif,Inflamm/Necrosis,752,0.0,test
scc_02,scc_02,scc_02__region_0006,nz210,nz210/scc_02__region_0006__nz210__3e7e016721.jpg,0,scc_02_nz210.tif,Inflamm/Necrosis,752,0.0,test
scc_02,scc_02,scc_02__region_0006,p1000,p1000/scc_02__region_0006__p1000__de2ce700ec.jpg,0,scc_02_p1000.tif,Inflamm/Necrosis,752,89.59303276382717,test
scc_02,scc_02,scc_02__region_0007,cs2,cs2/scc_02__region_0007__cs2__15b6fda389.jpg,0,scc_02_cs2.tif,Epidermis,464,0.0,test
scc_02,scc_02,scc_02__region_0007,gt450,gt450/scc_02__region_0007__gt450__a3b758c1b9.jpg,0,scc_02_gt450.tif,Epidermis,464,0.0,test
scc_02,scc_02,scc_02__region_0007,nz20,nz20/scc_02__region_0007__nz20__316ddd1635.jpg,0,scc_02_nz20.tif,Epidermis,464,0.0,test
scc_02,scc_02,scc_02__region_0007,nz210,nz210/scc_02__region_0007__nz210__d66e77136c.jpg,0,scc_02_nz210.tif,Epidermis,464,0.0,test
scc_02,scc_02,scc_02__region_0007,p1000,p1000/scc_02__region_0007__p1000__e27eb2281e.jpg,0,scc_02_p1000.tif,Epidermis,464,89.59303276382717,test
scc_02,scc_02,scc_02__region_0010,cs2,cs2/scc_02__region_0010__cs2__131ae8816a.jpg,0,scc_02_cs2.tif,Epidermis,576,0.0,test
scc_02,scc_02,scc_02__region_0010,gt450,gt450/scc_02__region_0010__gt450__ebfdf2d91a.jpg,0,scc_02_gt450.tif,Epidermis,576,0.0,test
scc_02,scc_02,scc_02__region_0010,nz20,nz20/scc_02__region_0010__nz20__4ac0e55f78.jpg,0,scc_02_nz20.tif,Epidermis,576,0.0,test
scc_02,scc_02,scc_02__region_0010,nz210,nz210/scc_02__region_0010__nz210__b5dee955a2.jpg,0,scc_02_nz210.tif,Epidermis,576,0.0,test
scc_02,scc_02,scc_02__region_0010,p1000,p1000/scc_02__region_0010__p1000__6901d885dd.jpg,0,scc_02_p1000.tif,Epidermis,576,89.59303276382717,test
scc_02,scc_02,scc_02__region_0013,cs2,cs2/scc_02__region_0013__cs2__2fe8c6a1eb.jpg,0,scc_02_cs2.tif,Inflamm/Necrosis,1728,0.0,test
scc_02,scc_02,scc_02__region_0013,gt450,gt450/scc_02__region_0013__gt450__5cf8c82f89.jpg,0,scc_02_gt450.tif,Inflamm/Necrosis,1728,0.0,test
scc_02,scc_02,scc_02__region_0013,nz20,nz20/scc_02__region_0013__nz20__afaea5a955.jpg,0,scc_02_nz20.tif,Inflamm/Necrosis,1728,0.0,test
scc_02,scc_02,scc_02__region_0013,nz210,nz210/scc_02__region_0013__nz210__f193a343c7.jpg,0,scc_02_nz210.tif,Inflamm/Necrosis,1728,0.0,test
scc_02,scc_02,scc_02__region_0013,p1000,p1000/scc_02__region_0013__p1000__a2a5d78fd2.jpg,0,scc_02_p1000.tif,Inflamm/Necrosis,1728,89.59303276382717,test
scc_02,scc_02,scc_02__region_0016,cs2,cs2/scc_02__region_0016__cs2__1bc5da1fdc.jpg,0,scc_02_cs2.tif,Epidermis,1888,0.0,test
scc_02,scc_02,scc_02__region_0016,gt450,gt450/scc_02__region_0016__gt450__472e99dc3e.jpg,0,scc_02_gt450.tif,Epidermis,1888,0.0,test
scc_02,scc_02,scc_02__region_0016,nz20,nz20/scc_02__region_0016__nz20__fe75f18f42.jpg,0,scc_02_nz20.tif,Epidermis,1888,0.0,test
scc_02,scc_02,scc_02__region_0016,nz210,nz210/scc_02__region_0016__nz210__0d3a8474c3.jpg,0,scc_02_nz210.tif,Epidermis,1888,0.0,test
scc_02,scc_02,scc_02__region_0016,p1000,p1000/scc_02__region_0016__p1000__f2cc22a69c.jpg,0,scc_02_p1000.tif,Epidermis,1888,89.59303276382717,test
scc_03,scc_03,scc_03__region_0001,cs2,cs2/scc_03__region_0001__cs2__5203f6b0ef.jpg,1,scc_03_cs2.tif,Epidermis,2672,0.0,val
scc_03,scc_03,scc_03__region_0001,gt450,gt450/scc_03__region_0001__gt450__6fdafb278c.jpg,1,scc_03_gt450.tif,Epidermis,2672,0.0,val
scc_03,scc_03,scc_03__region_0001,nz20,nz20/scc_03__region_0001__nz20__57523eb792.jpg,1,scc_03_nz20.tif,Epidermis,2672,0.0,val
scc_03,scc_03,scc_03__region_0001,nz210,nz210/scc_03__region_0001__nz210__70f1019f90.jpg,1,scc_03_nz210.tif,Epidermis,2672,0.0,val
scc_03,scc_03,scc_03__region_0001,p1000,p1000/scc_03__region_0001__p1000__cca7960c9e.jpg,1,scc_03_p1000.tif,Epidermis,2672,90.11705189833596,val
scc_03,scc_03,scc_03__region_0003,cs2,cs2/scc_03__region_0003__cs2__d6ceba4754.jpg,1,scc_03_cs2.tif,Epidermis,1040,0.0,val
scc_03,scc_03,scc_03__region_0003,gt450,gt450/scc_03__region_0003__gt450__854b538284.jpg,1,scc_03_gt450.tif,Epidermis,1040,0.0,val
scc_03,scc_03,scc_03__region_0003,nz20,nz20/scc_03__region_0003__nz20__f9f500eefd.jpg,1,scc_03_nz20.tif,Epidermis,1040,0.0,val
scc_03,scc_03,scc_03__region_0003,nz210,nz210/scc_03__region_0003__nz210__4dba5db8cb.jpg,1,scc_03_nz210.tif,Epidermis,1040,0.0,val
scc_03,scc_03,scc_03__region_0003,p1000,p1000/scc_03__region_0003__p1000__1318d7081f.jpg,1,scc_03_p1000.tif,Epidermis,1040,90.11705189833596,val
scc_03,scc_03,scc_03__region_0004,cs2,cs2/scc_03__region_0004__cs2__bdcbe56fef.jpg,1,scc_03_cs2.tif,Epidermis,736,0.0,val
scc_03,scc_03,scc_03__region_0004,gt450,gt450/scc_03__region_0004__gt450__480b89371e.jpg,1,scc_03_gt450.tif,Epidermis,736,0.0,val
scc_03,scc_03,scc_03__region_0004,nz20,nz20/scc_03__region_0004__nz20__5589ed655a.jpg,1,scc_03_nz20.tif,Epidermis,736,0.0,val
scc_03,scc_03,scc_03__region_0004,nz210,nz210/scc_03__region_0004__nz210__84aa2cba97.jpg,1,scc_03_nz210.tif,Epidermis,736,0.0,val
scc_03,scc_03,scc_03__region_0004,p1000,p1000/scc_03__region_0004__p1000__567ab9f756.jpg,1,scc_03_p1000.tif,Epidermis,736,90.11705189833596,val
scc_03,scc_03,scc_03__region_0005,cs2,cs2/scc_03__region_0005__cs2__b67daa69b7.jpg,1,scc_03_cs2.tif,Epidermis,224,0.0,val
scc_03,scc_03,scc_03__region_0005,gt450,gt450/scc_03__region_0005__gt450__edfe9834e2.jpg,1,scc_03_gt450.tif,Epidermis,224,0.0,val
scc_03,scc_03,scc_03__region_0005,nz20,nz20/scc_03__region_0005__nz20__03974f955d.jpg,1,scc_03_nz20.tif,Epidermis,224,0.0,val
scc_03,scc_03,scc_03__region_0005,nz210,nz210/scc_03__region_0005__nz210__71165cc7b1.jpg,1,scc_03_nz210.tif,Epidermis,224,0.0,val
scc_03,scc_03,scc_03__region_0005,p1000,p1000/scc_03__region_0005__p1000__ef14822536.jpg,1,scc_03_p1000.tif,Epidermis,224,90.11705189833596,val
scc_03,scc_03,scc_03__region_0006,cs2,cs2/scc_03__region_0006__cs2__09bf31cdc2.jpg,1,scc_03_cs2.tif,Epidermis,224,0.0,val
scc_03,scc_03,scc_03__region_0006,gt450,gt450/scc_03__region_0006__gt450__3855f86eb8.jpg,1,scc_03_gt450.tif,Epidermis,224,0.0,val
scc_03,scc_03,scc_03__region_0006,nz20,nz20/scc_03__region_0006__nz20__8c5dfd0ea6.jpg,1,scc_03_nz20.tif,Epidermis,224,0.0,val
scc_03,scc_03,scc_03__region_0006,nz210,nz210/scc_03__region_0006__nz210__684f61b854.jpg,1,scc_03_nz210.tif,Epidermis,224,0.0,val
scc_03,scc_03,scc_03__region_0006,p1000,p1000/scc_03__region_0006__p1000__29622d6cbf.jpg,1,scc_03_p1000.tif,Epidermis,224,90.11705189833596,val
scc_03,scc_03,scc_03__region_0007,cs2,cs2/scc_03__region_0007__cs2__1ff00d5242.jpg,1,scc_03_cs2.tif,Epidermis,224,0.0,val
scc_03,scc_03,scc_03__region_0007,gt450,gt450/scc_03__region_0007__gt450__f12d6ff736.jpg,1,scc_03_gt450.tif,Epidermis,224,0.0,val
scc_03,scc_03,scc_03__region_0007,nz20,nz20/scc_03__region_0007__nz20__ebc39408de.jpg,1,scc_03_nz20.tif,Epidermis,224,0.0,val
scc_03,scc_03,scc_03__region_0007,nz210,nz210/scc_03__region_0007__nz210__31da1afea8.jpg,1,scc_03_nz210.tif,Epidermis,224,0.0,val
scc_03,scc_03,scc_03__region_0007,p1000,p1000/scc_03__region_0007__p1000__fe81e66098.jpg,1,scc_03_p1000.tif,Epidermis,224,90.11705189833596,val
scc_03,scc_03,scc_03__region_0008,cs2,cs2/scc_03__region_0008__cs2__eeb10f9e7f.jpg,1,scc_03_cs2.tif,Epidermis,224,0.0,val
scc_03,scc_03,scc_03__region_0008,gt450,gt450/scc_03__region_0008__gt450__4a177ecfff.jpg,1,scc_03_gt450.tif,Epidermis,224,0.0,val
scc_03,scc_03,scc_03__region_0008,nz20,nz20/scc_03__region_0008__nz20__266b691f20.jpg,1,scc_03_nz20.tif,Epidermis,224,0.0,val
scc_03,scc_03,scc_03__region_0008,nz210,nz210/scc_03__region_0008__nz210__87dfccfb61.jpg,1,scc_03_nz210.tif,Epidermis,224,0.0,val
scc_03,scc_03,scc_03__region_0008,p1000,p1000/scc_03__region_0008__p1000__631a4c807a.jpg,1,scc_03_p1000.tif,Epidermis,224,90.11705189833596,val
scc_03,scc_03,scc_03__region_0009,cs2,cs2/scc_03__region_0009__cs2__c24b45a3d2.jpg,1,scc_03_cs2.tif,Epidermis,912,0.0,val
scc_03,scc_03,scc_03__region_0009,gt450,gt450/scc_03__region_0009__gt450__9b23c705c0.jpg,1,scc_03_gt450.tif,Epidermis,912,0.0,val
scc_03,scc_03,scc_03__region_0009,nz20,nz20/scc_03__region_0009__nz20__0b58020215.jpg,1,scc_03_nz20.tif,Epidermis,912,0.0,val
scc_03,scc_03,scc_03__region_0009,nz210,nz210/scc_03__region_0009__nz210__91d3d3eb29.jpg,1,scc_03_nz210.tif,Epidermis,912,0.0,val
scc_03,scc_03,scc_03__region_0009,p1000,p1000/scc_03__region_0009__p1000__d56ce9e2ce.jpg,1,scc_03_p1000.tif,Epidermis,912,90.11705189833596,val
scc_03,scc_03,scc_03__region_0011,cs2,cs2/scc_03__region_0011__cs2__6ba13c0268.jpg,1,scc_03_cs2.tif,SCC,224,0.0,val
scc_03,scc_03,scc_03__region_0011,gt450,gt450/scc_03__region_0011__gt450__a123e8b817.jpg,1,scc_03_gt450.tif,SCC,224,0.0,val
scc_03,scc_03,scc_03__region_0011,nz20,nz20/scc_03__region_0011__nz20__b78344ef7e.jpg,1,scc_03_nz20.tif,SCC,224,0.0,val
scc_03,scc_03,scc_03__region_0011,nz210,nz210/scc_03__region_0011__nz210__9be2fa59a0.jpg,1,scc_03_nz210.tif,SCC,224,0.0,val
scc_03,scc_03,scc_03__region_0011,p1000,p1000/scc_03__region_0011__p1000__bb4b9fd2ac.jpg,1,scc_03_p1000.tif,SCC,224,90.11705189833596,val
scc_03,scc_03,scc_03__region_0012,cs2,cs2/scc_03__region_0012__cs2__806526d3ef.jpg,1,scc_03_cs2.tif,SCC,336,0.0,val
scc_03,scc_03,scc_03__region_0012,gt450,gt450/scc_03__region_0012__gt450__ea5f0966c6.jpg,1,scc_03_gt450.tif,SCC,336,0.0,val
scc_03,scc_03,scc_03__region_0012,nz20,nz20/scc_03__region_0012__nz20__0c37aabb09.jpg,1,scc_03_nz20.tif,SCC,336,0.0,val
scc_03,scc_03,scc_03__region_0012,nz210,nz210/scc_03__region_0012__nz210__f4ea42020e.jpg,1,scc_03_nz210.tif,SCC,336,0.0,val
scc_03,scc_03,scc_03__region_0012,p1000,p1000/scc_03__region_0012__p1000__bfcd918f91.jpg,1,scc_03_p1000.tif,SCC,336,90.11705189833596,val
scc_03,scc_03,scc_03__region_0013,cs2,cs2/scc_03__region_0013__cs2__87b7b52d2a.jpg,1,scc_03_cs2.tif,Epidermis,288,0.0,val
scc_03,scc_03,scc_03__region_0013,gt450,gt450/scc_03__region_0013__gt450__e72b79cffe.jpg,1,scc_03_gt450.tif,Epidermis,288,0.0,val
scc_03,scc_03,scc_03__region_0013,nz20,nz20/scc_03__region_0013__nz20__d4f4b9f637.jpg,1,scc_03_nz20.tif,Epidermis,288,0.0,val
scc_03,scc_03,scc_03__region_0013,nz210,nz210/scc_03__region_0013__nz210__939e6e121e.jpg,1,scc_03_nz210.tif,Epidermis,288,0.0,val
scc_03,scc_03,scc_03__region_0013,p1000,p1000/scc_03__region_0013__p1000__95aa171382.jpg,1,scc_03_p1000.tif,Epidermis,288,90.11705189833596,val
scc_03,scc_03,scc_03__region_0014,cs2,cs2/scc_03__region_0014__cs2__017305821d.jpg,1,scc_03_cs2.tif,SCC,880,0.0,val
scc_03,scc_03,scc_03__region_0014,gt450,gt450/scc_03__region_0014__gt450__ebffdde795.jpg,1,scc_03_gt450.tif,SCC,880,0.0,val
scc_03,scc_03,scc_03__region_0014,nz20,nz20/scc_03__region_0014__nz20__cdaf5f18b1.jpg,1,scc_03_nz20.tif,SCC,880,0.0,val
scc_03,scc_03,scc_03__region_0014,nz210,nz210/scc_03__region_0014__nz210__8b325f2d0e.jpg,1,scc_03_nz210.tif,SCC,880,0.0,val
scc_03,scc_03,scc_03__region_0014,p1000,p1000/scc_03__region_0014__p1000__4787063261.jpg,1,scc_03_p1000.tif,SCC,880,90.11705189833596,val
scc_03,scc_03,scc_03__region_0018,cs2,cs2/scc_03__region_0018__cs2__c725ca5c93.jpg,1,scc_03_cs2.tif,Epidermis,320,0.0,val
scc_03,scc_03,scc_03__region_0018,gt450,gt450/scc_03__region_0018__gt450__da4d934152.jpg,1,scc_03_gt450.tif,Epidermis,320,0.0,val
scc_03,scc_03,scc_03__region_0018,nz20,nz20/scc_03__region_0018__nz20__be43772291.jpg,1,scc_03_nz20.tif,Epidermis,320,0.0,val
scc_03,scc_03,scc_03__region_0018,nz210,nz210/scc_03__region_0018__nz210__f78a4020f4.jpg,1,scc_03_nz210.tif,Epidermis,320,0.0,val
scc_03,scc_03,scc_03__region_0018,p1000,p1000/scc_03__region_0018__p1000__33b711e7bd.jpg,1,scc_03_p1000.tif,Epidermis,320,90.11705189833596,val
scc_03,scc_03,scc_03__region_0019,cs2,cs2/scc_03__region_0019__cs2__606d37fca8.jpg,1,scc_03_cs2.tif,Epidermis,224,0.0,val
scc_03,scc_03,scc_03__region_0019,gt450,gt450/scc_03__region_0019__gt450__a093a9bcf9.jpg,1,scc_03_gt450.tif,Epidermis,224,0.0,val
scc_03,scc_03,scc_03__region_0019,nz20,nz20/scc_03__region_0019__nz20__65f65cd1a6.jpg,1,scc_03_nz20.tif,Epidermis,224,0.0,val
scc_03,scc_03,scc_03__region_0019,nz210,nz210/scc_03__region_0019__nz210__86b733b4d1.jpg,1,scc_03_nz210.tif,Epidermis,224,0.0,val
scc_03,scc_03,scc_03__region_0019,p1000,p1000/scc_03__region_0019__p1000__2c4a6994db.jpg,1,scc_03_p1000.tif,Epidermis,224,90.11705189833596,val
scc_03,scc_03,scc_03__region_0021,cs2,cs2/scc_03__region_0021__cs2__12d0929b6e.jpg,1,scc_03_cs2.tif,Epidermis,1104,0.0,val
scc_03,scc_03,scc_03__region_0021,gt450,gt450/scc_03__region_0021__gt450__6695d5eab7.jpg,1,scc_03_gt450.tif,Epidermis,1104,0.0,val
scc_03,scc_03,scc_03__region_0021,nz20,nz20/scc_03__region_0021__nz20__a066ba8a37.jpg,1,scc_03_nz20.tif,Epidermis,1104,0.0,val
scc_03,scc_03,scc_03__region_0021,nz210,nz210/scc_03__region_0021__nz210__e42df66f66.jpg,1,scc_03_nz210.tif,Epidermis,1104,0.0,val
scc_03,scc_03,scc_03__region_0021,p1000,p1000/scc_03__region_0021__p1000__b9a0c4bf4f.jpg,1,scc_03_p1000.tif,Epidermis,1104,90.11705189833596,val
scc_03,scc_03,scc_03__region_0022,cs2,cs2/scc_03__region_0022__cs2__f5a67e14a5.jpg,1,scc_03_cs2.tif,Epidermis,224,0.0,val
scc_03,scc_03,scc_03__region_0022,gt450,gt450/scc_03__region_0022__gt450__e64dc448ce.jpg,1,scc_03_gt450.tif,Epidermis,224,0.0,val
scc_03,scc_03,scc_03__region_0022,nz20,nz20/scc_03__region_0022__nz20__c3baa2f522.jpg,1,scc_03_nz20.tif,Epidermis,224,0.0,val
scc_03,scc_03,scc_03__region_0022,nz210,nz210/scc_03__region_0022__nz210__c2c50f9213.jpg,1,scc_03_nz210.tif,Epidermis,224,0.0,val
scc_03,scc_03,scc_03__region_0022,p1000,p1000/scc_03__region_0022__p1000__d3ef4bb010.jpg,1,scc_03_p1000.tif,Epidermis,224,90.11705189833596,val
scc_03,scc_03,scc_03__region_0024,cs2,cs2/scc_03__region_0024__cs2__a67c6eca90.jpg,1,scc_03_cs2.tif,Epidermis,1552,0.0,val
scc_03,scc_03,scc_03__region_0024,gt450,gt450/scc_03__region_0024__gt450__79deed6b08.jpg,1,scc_03_gt450.tif,Epidermis,1552,0.0,val
scc_03,scc_03,scc_03__region_0024,nz20,nz20/scc_03__region_0024__nz20__0d72662a0f.jpg,1,scc_03_nz20.tif,Epidermis,1552,0.0,val
scc_03,scc_03,scc_03__region_0024,nz210,nz210/scc_03__region_0024__nz210__6918cdd5a2.jpg,1,scc_03_nz210.tif,Epidermis,1552,0.0,val
scc_03,scc_03,scc_03__region_0024,p1000,p1000/scc_03__region_0024__p1000__0fe8d080f5.jpg,1,scc_03_p1000.tif,Epidermis,1552,90.11705189833596,val
scc_03,scc_03,scc_03__region_0025,cs2,cs2/scc_03__region_0025__cs2__048f647b22.jpg,1,scc_03_cs2.tif,Epidermis,448,0.0,val
scc_03,scc_03,scc_03__region_0025,gt450,gt450/scc_03__region_0025__gt450__b43fac1ce1.jpg,1,scc_03_gt450.tif,Epidermis,448,0.0,val
scc_03,scc_03,scc_03__region_0025,nz20,nz20/scc_03__region_0025__nz20__2d7031b616.jpg,1,scc_03_nz20.tif,Epidermis,448,0.0,val
scc_03,scc_03,scc_03__region_0025,nz210,nz210/scc_03__region_0025__nz210__5d86f5eec3.jpg,1,scc_03_nz210.tif,Epidermis,448,0.0,val
scc_03,scc_03,scc_03__region_0025,p1000,p1000/scc_03__region_0025__p1000__a712d52d33.jpg,1,scc_03_p1000.tif,Epidermis,448,90.11705189833596,val
scc_03,scc_03,scc_03__region_0026,cs2,cs2/scc_03__region_0026__cs2__a1f210ff96.jpg,1,scc_03_cs2.tif,Dermis,1392,0.0,val
scc_03,scc_03,scc_03__region_0026,gt450,gt450/scc_03__region_0026__gt450__140d4f5df5.jpg,1,scc_03_gt450.tif,Dermis,1392,0.0,val
scc_03,scc_03,scc_03__region_0026,nz20,nz20/scc_03__region_0026__nz20__7a1dc6894c.jpg,1,scc_03_nz20.tif,Dermis,1392,0.0,val
scc_03,scc_03,scc_03__region_0026,nz210,nz210/scc_03__region_0026__nz210__daaf2f5554.jpg,1,scc_03_nz210.tif,Dermis,1392,0.0,val
scc_03,scc_03,scc_03__region_0026,p1000,p1000/scc_03__region_0026__p1000__c8fcd537fe.jpg,1,scc_03_p1000.tif,Dermis,1392,90.11705189833596,val
scc_03,scc_03,scc_03__region_0027,cs2,cs2/scc_03__region_0027__cs2__2a65b86ce2.jpg,1,scc_03_cs2.tif,Dermis,2608,0.0,val
scc_03,scc_03,scc_03__region_0027,gt450,gt450/scc_03__region_0027__gt450__19b043b8d8.jpg,1,scc_03_gt450.tif,Dermis,2608,0.0,val
scc_03,scc_03,scc_03__region_0027,nz20,nz20/scc_03__region_0027__nz20__4d693d3f07.jpg,1,scc_03_nz20.tif,Dermis,2608,0.0,val
scc_03,scc_03,scc_03__region_0027,nz210,nz210/scc_03__region_0027__nz210__ca6f9e6a16.jpg,1,scc_03_nz210.tif,Dermis,2608,0.0,val
scc_03,scc_03,scc_03__region_0027,p1000,p1000/scc_03__region_0027__p1000__2b720d6a13.jpg,1,scc_03_p1000.tif,Dermis,2608,90.11705189833596,val
