sample_id,region_id,region_rank,scanner_id,file_name,image_id,annotation_id,category_id,category_name,bbox,area,polygon_parts,vertex_count,image_width,image_height,correspondence_basis,bbox_x,bbox_y,bbox_width,bbox_height,bbox_center_x,bbox_center_y,bbox_max_side,bbox_area_pixels,fold
scc_01,scc_01__region_0003,3,cs2,scc_01_cs2.tif,1,3,4,Epidermis,"[219.0,2910.0,2999.0,1254.0]",1696504.0,364,0,3599,4463,within_image_annotation_id_rank,219.0,2910.0,2999.0,1254.0,1718.5,3537.0,2999.0,3760746.0,3
scc_01,scc_01__region_0003,3,gt450,scc_01_gt450.tif,5,47,4,Epidermis,"[3455.0,3667.0,2888.0,1200.0]",1571642.0,364,0,7040,5493,within_image_annotation_id_rank,3455.0,3667.0,2888.0,1200.0,4899.0,4267.0,2888.0,3465600.0,3
scc_01,scc_01__region_0003,3,nz20,scc_01_nz20.tif,3,25,4,Epidermis,"[3576.0,4242.0,3358.0,1392.0]",2111248.0,364,0,7424,5952,within_image_annotation_id_rank,3576.0,4242.0,3358.0,1392.0,5255.0,4938.0,3358.0,4674336.0,3
scc_01,scc_01__region_0003,3,nz210,scc_01_nz210.tif,4,36,4,Epidermis,"[3722.0,4435.0,3436.0,1429.0]",2228972.0,364,0,7680,6512,within_image_annotation_id_rank,3722.0,4435.0,3436.0,1429.0,5440.0,5149.5,3436.0,4910044.0,3
scc_01,scc_01__region_0003,3,p1000,scc_01_p1000.tif,2,14,4,Epidermis,"[3278.0,5313.0,1275.0,3051.0]",1763229.5,364,0,4482,10859,within_image_annotation_id_rank,3278.0,5313.0,1275.0,3051.0,3915.5,6838.5,3051.0,3890025.0,3
scc_01,scc_01__region_0004,4,cs2,scc_01_cs2.tif,1,4,3,Dermis,"[0.0,3097.0,73.0,116.0]",2587.0,22,0,3599,4463,within_image_annotation_id_rank,0.0,3097.0,73.0,116.0,36.5,3155.0,116.0,8468.0,3
scc_01,scc_01__region_0004,4,gt450,scc_01_gt450.tif,5,48,3,Dermis,"[3250.0,3838.0,71.0,112.0]",2380.5,22,0,7040,5493,within_image_annotation_id_rank,3250.0,3838.0,71.0,112.0,3285.5,3894.0,112.0,7952.0,3
scc_01,scc_01__region_0004,4,nz20,scc_01_nz20.tif,3,26,3,Dermis,"[3333.0,4447.0,82.0,129.0]",3220.0,22,0,7424,5952,within_image_annotation_id_rank,3333.0,4447.0,82.0,129.0,3374.0,4511.5,129.0,10578.0,3
scc_01,scc_01__region_0004,4,nz210,scc_01_nz210.tif,4,37,3,Dermis,"[3474.0,4638.0,83.0,133.0]",3342.0,22,0,7680,6512,within_image_annotation_id_rank,3474.0,4638.0,83.0,133.0,3515.5,4704.5,133.0,11039.0,3
scc_01,scc_01__region_0004,4,p1000,scc_01_p1000.tif,2,15,3,Dermis,"[3461.0,8512.0,119.0,73.0]",2684.0,22,0,4482,10859,within_image_annotation_id_rank,3461.0,8512.0,119.0,73.0,3520.5,8548.5,119.0,8687.0,3
scc_01,scc_01__region_0005,5,cs2,scc_01_cs2.tif,1,5,3,Dermis,"[0.0,2483.0,3450.0,1747.0]",1787861.5,1294,0,3599,4463,within_image_annotation_id_rank,0.0,2483.0,3450.0,1747.0,1725.0,3356.5,3450.0,6027150.0,3
scc_01,scc_01__region_0005,5,gt450,scc_01_gt450.tif,5,49,3,Dermis,"[3245.0,3254.0,3321.0,1675.0]",1655605.5,1294,0,7040,5493,within_image_annotation_id_rank,3245.0,3254.0,3321.0,1675.0,4905.5,4091.5,3321.0,5562675.0,3
scc_01,scc_01__region_0005,5,nz20,scc_01_nz20.tif,3,27,3,Dermis,"[3331.0,3767.0,3862.0,1940.0]",2223907.5,1294,0,7424,5952,within_image_annotation_id_rank,3331.0,3767.0,3862.0,1940.0,5262.0,4737.0,3862.0,7492280.0,3
scc_01,scc_01__region_0005,5,nz210,scc_01_nz210.tif,4,38,3,Dermis,"[3472.0,3943.0,3951.0,1995.0]",2348918.0,1294,0,7680,6512,within_image_annotation_id_rank,3472.0,3943.0,3951.0,1995.0,5447.5,4940.5,3951.0,7882245.0,3
scc_01,scc_01__region_0005,5,p1000,scc_01_p1000.tif,2,16,3,Dermis,"[2841.0,5078.0,1778.0,3508.0]",1858432.0,1294,0,4482,10859,within_image_annotation_id_rank,2841.0,5078.0,1778.0,3508.0,3730.0,6832.0,3508.0,6237224.0,3
scc_01,scc_01__region_0006,6,cs2,scc_01_cs2.tif,1,6,4,Epidermis,"[0.0,1720.0,1446.0,640.0]",106215.5,636,0,3599,4463,within_image_annotation_id_rank,0.0,1720.0,1446.0,640.0,723.0,2040.0,1446.0,925440.0,3
scc_01,scc_01__region_0006,6,gt450,scc_01_gt450.tif,5,50,4,Epidermis,"[3256.0,2516.0,1392.0,613.0]",98396.0,636,0,7040,5493,within_image_annotation_id_rank,3256.0,2516.0,1392.0,613.0,3952.0,2822.5,1392.0,853296.0,3
scc_01,scc_01__region_0006,6,nz20,scc_01_nz20.tif,3,28,4,Epidermis,"[3336.0,2917.0,1619.0,711.0]",132267.5,636,0,7424,5952,within_image_annotation_id_rank,3336.0,2917.0,1619.0,711.0,4145.5,3272.5,1619.0,1151109.0,3
scc_01,scc_01__region_0006,6,nz210,scc_01_nz210.tif,4,39,4,Epidermis,"[3476.0,3063.0,1656.0,730.0]",139435.5,636,0,7680,6512,within_image_annotation_id_rank,3476.0,3063.0,1656.0,730.0,4304.0,3428.0,1656.0,1208880.0,3
scc_01,scc_01__region_0006,6,p1000,scc_01_p1000.tif,2,17,4,Epidermis,"[2058.0,7114.0,650.0,1471.0]",110451.0,636,0,4482,10859,within_image_annotation_id_rank,2058.0,7114.0,650.0,1471.0,2383.0,7849.5,1471.0,956150.0,3
scc_01,scc_01__region_0007,7,cs2,scc_01_cs2.tif,1,7,6,Inflamm/Necrosis,"[639.0,1949.0,632.0,182.0]",27976.5,138,0,3599,4463,within_image_annotation_id_rank,639.0,1949.0,632.0,182.0,955.0,2040.0,632.0,115024.0,3
scc_01,scc_01__region_0007,7,gt450,scc_01_gt450.tif,5,51,6,Inflamm/Necrosis,"[3871.0,2737.0,608.0,173.0]",25902.0,138,0,7040,5493,within_image_annotation_id_rank,3871.0,2737.0,608.0,173.0,4175.0,2823.5,608.0,105184.0,3
scc_01,scc_01__region_0007,7,nz20,scc_01_nz20.tif,3,29,6,Inflamm/Necrosis,"[4051.0,3172.0,708.0,201.0]",34659.5,138,0,7424,5952,within_image_annotation_id_rank,4051.0,3172.0,708.0,201.0,4405.0,3272.5,708.0,142308.0,3
scc_01,scc_01__region_0007,7,nz210,scc_01_nz210.tif,4,40,6,Inflamm/Necrosis,"[4207.0,3326.0,724.0,206.0]",36569.5,138,0,7680,6512,within_image_annotation_id_rank,4207.0,3326.0,724.0,206.0,4569.0,3429.0,724.0,149144.0,3
scc_01,scc_01__region_0007,7,p1000,scc_01_p1000.tif,2,18,6,Inflamm/Necrosis,"[2292.0,7292.0,184.0,643.0]",29043.0,138,0,4482,10859,within_image_annotation_id_rank,2292.0,7292.0,184.0,643.0,2384.0,7613.5,643.0,118312.0,3
scc_01,scc_01__region_0008,8,cs2,scc_01_cs2.tif,1,8,4,Epidermis,"[1061.0,1348.0,1638.0,516.0]",88575.5,790,0,3599,4463,within_image_annotation_id_rank,1061.0,1348.0,1638.0,516.0,1880.0,1606.0,1638.0,845208.0,3
scc_01,scc_01__region_0008,8,gt450,scc_01_gt450.tif,5,52,4,Epidermis,"[4279.0,2163.0,1578.0,494.0]",82371.0,790,0,7040,5493,within_image_annotation_id_rank,4279.0,2163.0,1578.0,494.0,5068.0,2410.0,1578.0,779532.0,3
scc_01,scc_01__region_0008,8,nz20,scc_01_nz20.tif,3,30,4,Epidermis,"[4525.0,2505.0,1834.0,573.0]",110401.5,790,0,7424,5952,within_image_annotation_id_rank,4525.0,2505.0,1834.0,573.0,5442.0,2791.5,1834.0,1050882.0,3
scc_01,scc_01__region_0008,8,nz210,scc_01_nz210.tif,4,41,4,Epidermis,"[4692.0,2642.0,1876.0,589.0]",116705.5,790,0,7680,6512,within_image_annotation_id_rank,4692.0,2642.0,1876.0,589.0,5630.0,2936.5,1876.0,1104964.0,3
scc_01,scc_01__region_0008,8,p1000,scc_01_p1000.tif,2,19,4,Epidermis,"[1682.0,5839.0,525.0,1666.0]",92113.5,790,0,4482,10859,within_image_annotation_id_rank,1682.0,5839.0,525.0,1666.0,1944.5,6672.0,1666.0,874650.0,3
scc_01,scc_01__region_0009,9,cs2,scc_01_cs2.tif,1,9,11,SCC,"[1842.0,153.0,999.0,896.0]",416089.5,112,0,3599,4463,within_image_annotation_id_rank,1842.0,153.0,999.0,896.0,2341.5,601.0,999.0,895104.0,3
scc_01,scc_01__region_0009,9,gt450,scc_01_gt450.tif,5,53,11,SCC,"[5036.0,1014.0,963.0,859.0]",385538.5,112,0,7040,5493,within_image_annotation_id_rank,5036.0,1014.0,963.0,859.0,5517.5,1443.5,963.0,827217.0,3
scc_01,scc_01__region_0009,9,nz20,scc_01_nz20.tif,3,31,11,SCC,"[5402.0,1177.0,1118.0,995.0]",517473.5,112,0,7424,5952,within_image_annotation_id_rank,5402.0,1177.0,1118.0,995.0,5961.0,1674.5,1118.0,1112410.0,3
scc_01,scc_01__region_0009,9,nz210,scc_01_nz210.tif,4,42,11,SCC,"[5589.0,1273.0,1144.0,1024.0]",546524.5,112,0,7680,6512,within_image_annotation_id_rank,5589.0,1273.0,1144.0,1024.0,6161.0,1785.0,1144.0,1171456.0,3
scc_01,scc_01__region_0009,9,p1000,scc_01_p1000.tif,2,20,11,SCC,"[463.0,5694.0,912.0,1016.0]",432494.5,112,0,4482,10859,within_image_annotation_id_rank,463.0,5694.0,912.0,1016.0,919.0,6202.0,1016.0,926592.0,3
scc_01,scc_01__region_0010,10,cs2,scc_01_cs2.tif,1,10,3,Dermis,"[0.0,101.0,3403.0,2154.0]",2959262.0,1338,0,3599,4463,within_image_annotation_id_rank,0.0,101.0,3403.0,2154.0,1701.5,1178.0,3403.0,7330062.0,3
scc_01,scc_01__region_0010,10,gt450,scc_01_gt450.tif,5,54,3,Dermis,"[3258.0,965.0,3280.0,2062.0]",2740451.0,1338,0,7040,5493,within_image_annotation_id_rank,3258.0,965.0,3280.0,2062.0,4898.0,1996.0,3280.0,6763360.0,3
scc_01,scc_01__region_0010,10,nz20,scc_01_nz20.tif,3,32,3,Dermis,"[3338.0,1120.0,3811.0,2390.0]",3681271.5,1338,0,7424,5952,within_image_annotation_id_rank,3338.0,1120.0,3811.0,2390.0,5243.5,2315.0,3811.0,9108290.0,3
scc_01,scc_01__region_0010,10,nz210,scc_01_nz210.tif,4,43,3,Dermis,"[3478.0,1215.0,3898.0,2457.0]",3888061.0,1338,0,7680,6512,within_image_annotation_id_rank,3478.0,1215.0,3898.0,2457.0,5427.0,2443.5,3898.0,9577386.0,3
scc_01,scc_01__region_0010,10,p1000,scc_01_p1000.tif,2,21,3,Dermis,"[411.0,5122.0,2190.0,3462.0]",3075026.5,1338,0,4482,10859,within_image_annotation_id_rank,411.0,5122.0,2190.0,3462.0,1506.0,6853.0,3462.0,7581780.0,3
scc_01,scc_01__region_0011,11,cs2,scc_01_cs2.tif,1,11,3,Dermis,"[2.0,1.0,1674.0,1151.0]",814172.0,104,0,3599,4463,within_image_annotation_id_rank,2.0,1.0,1674.0,1151.0,839.0,576.5,1674.0,1926774.0,3
scc_01,scc_01__region_0011,11,gt450,scc_01_gt450.tif,5,55,3,Dermis,"[3268.0,856.0,1613.0,1109.0]",755433.5,104,0,7040,5493,within_image_annotation_id_rank,3268.0,856.0,1613.0,1109.0,4074.5,1410.5,1613.0,1788817.0,3
scc_01,scc_01__region_0011,11,nz20,scc_01_nz20.tif,3,33,3,Dermis,"[3345.0,1003.0,1873.0,1281.0]",1014617.0,104,0,7424,5952,within_image_annotation_id_rank,3345.0,1003.0,1873.0,1281.0,4281.5,1643.5,1873.0,2399313.0,3
scc_01,scc_01__region_0011,11,nz210,scc_01_nz210.tif,4,44,3,Dermis,"[3483.0,1085.0,1917.0,1322.0]",1070652.0,104,0,7680,6512,within_image_annotation_id_rank,3483.0,1085.0,1917.0,1322.0,4441.5,1746.0,1917.0,2534274.0,3
scc_01,scc_01__region_0011,11,p1000,scc_01_p1000.tif,2,22,3,Dermis,"[297.0,6878.0,1177.0,1703.0]",847630.0,104,0,4482,10859,within_image_annotation_id_rank,297.0,6878.0,1177.0,1703.0,885.5,7729.5,1703.0,2004431.0,3
scc_02,scc_02__region_0001,1,cs2,scc_02_cs2.tif,6,56,4,Epidermis,"[120.0,2976.0,671.0,349.0]",81126.5,434,0,6412,4586,within_image_annotation_id_rank,120.0,2976.0,671.0,349.0,455.5,3150.5,671.0,234179.0,0
scc_02,scc_02__region_0001,1,gt450,scc_02_gt450.tif,10,120,4,Epidermis,"[443.0,2828.0,644.0,341.0]",75188.5,434,0,6790,4732,within_image_annotation_id_rank,443.0,2828.0,644.0,341.0,765.0,2998.5,644.0,219604.0,0
scc_02,scc_02__region_0001,1,nz20,scc_02_nz20.tif,8,88,4,Epidermis,"[157.0,3306.0,749.0,393.0]",101095.0,434,0,7168,5392,within_image_annotation_id_rank,157.0,3306.0,749.0,393.0,531.5,3502.5,749.0,294357.0,0
scc_02,scc_02__region_0001,1,nz210,scc_02_nz210.tif,9,104,4,Epidermis,"[216.0,3367.0,766.0,408.0]",106593.5,434,0,7440,5456,within_image_annotation_id_rank,216.0,3367.0,766.0,408.0,599.0,3571.0,766.0,312528.0,0
scc_02,scc_02__region_0001,1,p1000,scc_02_p1000.tif,7,72,4,Epidermis,"[2414.0,10129.0,360.0,682.0]",84482.5,434,0,4482,10859,within_image_annotation_id_rank,2414.0,10129.0,360.0,682.0,2594.0,10470.0,682.0,245520.0,0
scc_02,scc_02__region_0002,2,cs2,scc_02_cs2.tif,6,57,6,Inflamm/Necrosis,"[669.0,3332.0,1128.0,315.0]",88782.5,494,0,6412,4586,within_image_annotation_id_rank,669.0,3332.0,1128.0,315.0,1233.0,3489.5,1128.0,355320.0,0
scc_02,scc_02__region_0002,2,gt450,scc_02_gt450.tif,10,121,6,Inflamm/Necrosis,"[969.0,3176.0,1085.0,310.0]",82126.0,494,0,6790,4732,within_image_annotation_id_rank,969.0,3176.0,1085.0,310.0,1511.5,3331.0,1085.0,336350.0,0
scc_02,scc_02__region_0002,2,nz20,scc_02_nz20.tif,8,89,6,Inflamm/Necrosis,"[769.0,3707.0,1261.0,355.0]",110326.5,494,0,7168,5392,within_image_annotation_id_rank,769.0,3707.0,1261.0,355.0,1399.5,3884.5,1261.0,447655.0,0
scc_02,scc_02__region_0002,2,nz210,scc_02_nz210.tif,9,105,6,Inflamm/Necrosis,"[841.0,3783.0,1294.0,370.0]",116681.5,494,0,7440,5456,within_image_annotation_id_rank,841.0,3783.0,1294.0,370.0,1488.0,3968.0,1294.0,478780.0,0
scc_02,scc_02__region_0002,2,p1000,scc_02_p1000.tif,7,73,6,Inflamm/Necrosis,"[2781.0,9104.0,326.0,1150.0]",92231.5,494,0,4482,10859,within_image_annotation_id_rank,2781.0,9104.0,326.0,1150.0,2944.0,9679.0,1150.0,374900.0,0
scc_02,scc_02__region_0003,3,cs2,scc_02_cs2.tif,6,58,11,SCC,"[178.0,2619.0,2198.0,873.0]",762613.0,706,0,6412,4586,within_image_annotation_id_rank,178.0,2619.0,2198.0,873.0,1277.0,3055.5,2198.0,1918854.0,0
scc_02,scc_02__region_0003,3,gt450,scc_02_gt450.tif,10,122,11,SCC,"[501.0,2486.0,2115.0,849.0]",706167.0,706,0,6790,4732,within_image_annotation_id_rank,501.0,2486.0,2115.0,849.0,1558.5,2910.5,2115.0,1795635.0,0
scc_02,scc_02__region_0003,3,nz20,scc_02_nz20.tif,8,90,11,SCC,"[224.0,2910.0,2457.0,978.0]",948661.0,706,0,7168,5392,within_image_annotation_id_rank,224.0,2910.0,2457.0,978.0,1452.5,3399.0,2457.0,2402946.0,0
scc_02,scc_02__region_0003,3,nz210,scc_02_nz210.tif,9,106,11,SCC,"[285.0,2961.0,2520.0,1011.0]",1002773.0,706,0,7440,5456,within_image_annotation_id_rank,285.0,2961.0,2520.0,1011.0,1545.0,3466.5,2520.0,2547720.0,0
scc_02,scc_02__region_0003,3,p1000,scc_02_p1000.tif,7,74,11,SCC,"[2050.0,8511.0,897.0,2239.0]",793215.0,706,0,4482,10859,within_image_annotation_id_rank,2050.0,8511.0,897.0,2239.0,2498.5,9630.5,2239.0,2008383.0,0
scc_02,scc_02__region_0004,4,cs2,scc_02_cs2.tif,6,59,6,Inflamm/Necrosis,"[378.0,3044.0,115.0,127.0]",4996.5,60,0,6412,4586,within_image_annotation_id_rank,378.0,3044.0,115.0,127.0,435.5,3107.5,127.0,14605.0,0
scc_02,scc_02__region_0004,4,gt450,scc_02_gt450.tif,10,123,6,Inflamm/Necrosis,"[692.0,2896.0,111.0,122.0]",4651.5,60,0,6790,4732,within_image_annotation_id_rank,692.0,2896.0,111.0,122.0,747.5,2957.0,122.0,13542.0,0
scc_02,scc_02__region_0004,4,nz20,scc_02_nz20.tif,8,91,6,Inflamm/Necrosis,"[446.0,3384.0,129.0,141.0]",6274.0,60,0,7168,5392,within_image_annotation_id_rank,446.0,3384.0,129.0,141.0,510.5,3454.5,141.0,18189.0,0
scc_02,scc_02__region_0004,4,nz210,scc_02_nz210.tif,9,107,6,Inflamm/Necrosis,"[512.0,3449.0,133.0,145.0]",6556.0,60,0,7440,5456,within_image_annotation_id_rank,512.0,3449.0,133.0,145.0,578.5,3521.5,145.0,19285.0,0
scc_02,scc_02__region_0004,4,p1000,scc_02_p1000.tif,7,75,6,Inflamm/Necrosis,"[2484.0,10430.0,130.0,118.0]",5177.0,60,0,4482,10859,within_image_annotation_id_rank,2484.0,10430.0,130.0,118.0,2549.0,10489.0,130.0,15340.0,0
scc_02,scc_02__region_0005,5,cs2,scc_02_cs2.tif,6,60,4,Epidermis,"[1310.0,3519.0,145.0,72.0]",4035.0,32,0,6412,4586,within_image_annotation_id_rank,1310.0,3519.0,145.0,72.0,1382.5,3555.0,145.0,10440.0,0
scc_02,scc_02__region_0005,5,gt450,scc_02_gt450.tif,10,124,4,Epidermis,"[1584.0,3363.0,141.0,68.0]",3745.5,32,0,6790,4732,within_image_annotation_id_rank,1584.0,3363.0,141.0,68.0,1654.5,3397.0,141.0,9588.0,0
scc_02,scc_02__region_0005,5,nz20,scc_02_nz20.tif,8,92,4,Epidermis,"[1484.0,3919.0,163.0,80.0]",5081.0,32,0,7168,5392,within_image_annotation_id_rank,1484.0,3919.0,163.0,80.0,1565.5,3959.0,163.0,13040.0,0
scc_02,scc_02__region_0005,5,nz210,scc_02_nz210.tif,9,108,4,Epidermis,"[1574.0,4005.0,168.0,82.0]",5386.0,32,0,7440,5456,within_image_annotation_id_rank,1574.0,4005.0,168.0,82.0,1658.0,4046.0,168.0,13776.0,0
scc_02,scc_02__region_0005,5,p1000,scc_02_p1000.tif,7,76,4,Epidermis,"[2976.0,9453.0,73.0,149.0]",4220.5,32,0,4482,10859,within_image_annotation_id_rank,2976.0,9453.0,73.0,149.0,3012.5,9527.5,149.0,10877.0,0
scc_02,scc_02__region_0006,6,cs2,scc_02_cs2.tif,6,61,6,Inflamm/Necrosis,"[1819.0,3221.0,521.0,255.0]",22646.5,184,0,6412,4586,within_image_annotation_id_rank,1819.0,3221.0,521.0,255.0,2079.5,3348.5,521.0,132855.0,0
scc_02,scc_02__region_0006,6,gt450,scc_02_gt450.tif,10,125,6,Inflamm/Necrosis,"[2076.0,3085.0,503.0,241.0]",20770.5,184,0,6790,4732,within_image_annotation_id_rank,2076.0,3085.0,503.0,241.0,2327.5,3205.5,503.0,121223.0,0
scc_02,scc_02__region_0006,6,nz20,scc_02_nz20.tif,8,93,6,Inflamm/Necrosis,"[2054.0,3595.0,584.0,280.0]",27942.5,184,0,7168,5392,within_image_annotation_id_rank,2054.0,3595.0,584.0,280.0,2346.0,3735.0,584.0,163520.0,0
scc_02,scc_02__region_0006,6,nz210,scc_02_nz210.tif,9,109,6,Inflamm/Necrosis,"[2160.0,3674.0,600.0,287.0]",29488.0,184,0,7440,5456,within_image_annotation_id_rank,2160.0,3674.0,600.0,287.0,2460.0,3817.5,600.0,172200.0,0
scc_02,scc_02__region_0006,6,p1000,scc_02_p1000.tif,7,77,6,Inflamm/Necrosis,"[2678.0,8550.0,257.0,532.0]",23492.0,184,0,4482,10859,within_image_annotation_id_rank,2678.0,8550.0,257.0,532.0,2806.5,8816.0,532.0,136724.0,0
scc_02,scc_02__region_0007,7,cs2,scc_02_cs2.tif,6,62,4,Epidermis,"[2265.0,2913.0,199.0,324.0]",33399.5,102,0,6412,4586,within_image_annotation_id_rank,2265.0,2913.0,199.0,324.0,2364.5,3075.0,324.0,64476.0,0
scc_02,scc_02__region_0007,7,gt450,scc_02_gt450.tif,10,126,4,Epidermis,"[2507.0,2790.0,194.0,311.0]",30878.0,102,0,6790,4732,within_image_annotation_id_rank,2507.0,2790.0,194.0,311.0,2604.0,2945.5,311.0,60334.0,0
scc_02,scc_02__region_0007,7,nz20,scc_02_nz20.tif,8,94,4,Epidermis,"[2555.0,3253.0,224.0,360.0]",41427.0,102,0,7168,5392,within_image_annotation_id_rank,2555.0,3253.0,224.0,360.0,2667.0,3433.0,360.0,80640.0,0
scc_02,scc_02__region_0007,7,nz210,scc_02_nz210.tif,9,110,4,Epidermis,"[2675.0,3323.0,230.0,370.0]",43834.0,102,0,7440,5456,within_image_annotation_id_rank,2675.0,3323.0,230.0,370.0,2790.0,3508.0,370.0,85100.0,0
scc_02,scc_02__region_0007,7,p1000,scc_02_p1000.tif,7,78,4,Epidermis,"[2364.0,8421.0,330.0,204.0]",34662.0,102,0,4482,10859,within_image_annotation_id_rank,2364.0,8421.0,330.0,204.0,2529.0,8523.0,330.0,67320.0,0
scc_02,scc_02__region_0008,8,cs2,scc_02_cs2.tif,6,63,4,Epidermis,"[2253.0,3848.0,1459.0,603.0]",98443.5,972,0,6412,4586,within_image_annotation_id_rank,2253.0,3848.0,1459.0,603.0,2982.5,4149.5,1459.0,879777.0,0
scc_02,scc_02__region_0008,8,gt450,scc_02_gt450.tif,10,127,4,Epidermis,"[2485.0,3703.0,1408.0,568.0]",91007.0,972,0,6790,4732,within_image_annotation_id_rank,2485.0,3703.0,1408.0,568.0,3189.0,3987.0,1408.0,799744.0,0
scc_02,scc_02__region_0008,8,nz20,scc_02_nz20.tif,8,95,4,Epidermis,"[2534.0,4303.0,1633.0,662.0]",122073.5,972,0,7168,5392,within_image_annotation_id_rank,2534.0,4303.0,1633.0,662.0,3350.5,4634.0,1633.0,1081046.0,0
scc_02,scc_02__region_0008,8,nz210,scc_02_nz210.tif,9,111,4,Epidermis,"[2647.0,4411.0,1678.0,677.0]",129238.0,972,0,7440,5456,within_image_annotation_id_rank,2647.0,4411.0,1678.0,677.0,3486.0,4749.5,1678.0,1136006.0,0
scc_02,scc_02__region_0008,8,p1000,scc_02_p1000.tif,7,79,4,Epidermis,"[3327.0,7156.0,608.0,1489.0]",102368.0,972,0,4482,10859,within_image_annotation_id_rank,3327.0,7156.0,608.0,1489.0,3631.0,7900.5,1489.0,905312.0,0
scc_02,scc_02__region_0009,9,cs2,scc_02_cs2.tif,6,64,4,Epidermis,"[3604.0,3502.0,1867.0,595.0]",146548.0,1134,0,6412,4586,within_image_annotation_id_rank,3604.0,3502.0,1867.0,595.0,4537.5,3799.5,1867.0,1110865.0,0
scc_02,scc_02__region_0009,9,gt450,scc_02_gt450.tif,10,128,4,Epidermis,"[3788.0,3389.0,1801.0,554.0]",136025.0,1134,0,6790,4732,within_image_annotation_id_rank,3788.0,3389.0,1801.0,554.0,4688.5,3666.0,1801.0,997754.0,0
scc_02,scc_02__region_0009,9,nz20,scc_02_nz20.tif,8,96,4,Epidermis,"[4046.0,3932.0,2091.0,648.0]",183010.0,1134,0,7168,5392,within_image_annotation_id_rank,4046.0,3932.0,2091.0,648.0,5091.5,4256.0,2091.0,1354968.0,0
scc_02,scc_02__region_0009,9,nz210,scc_02_nz210.tif,9,112,4,Epidermis,"[4199.0,4036.0,2147.0,661.0]",193012.0,1134,0,7440,5456,within_image_annotation_id_rank,4199.0,4036.0,2147.0,661.0,5272.5,4366.5,2147.0,1419167.0,0
scc_02,scc_02__region_0009,9,p1000,scc_02_p1000.tif,7,80,4,Epidermis,"[2985.0,5361.0,596.0,1906.0]",152770.5,1134,0,4482,10859,within_image_annotation_id_rank,2985.0,5361.0,596.0,1906.0,3283.0,6314.0,1906.0,1135976.0,0
